Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,Vote Centers_ballots,Vote Centers_votes,Vote Centers_under_votes,Vote Centers_over_votes,Vote by Mail_ballots,Vote by Mail_votes,Vote by Mail_under_votes,Vote by Mail_over_votes,
"10001","",1,0,1,1,1683,0.54,79,79,"Proposition 33 (Majority Approval Required)","",1,190,"YES",C,256,"",901,261,87,0,157,49,22,0,744,212,65,0,
"10001","",1,0,1,1,1683,0.54,79,79,"Proposition 33 (Majority Approval Required)","",1,191,"NO",C,257,"",901,553,87,0,157,86,22,0,744,467,65,0,
"10001","",1,0,1,1,1683,0.54,80,80,"Proposition 34 (Majority Approval Required)","",1,192,"YES",C,258,"",901,314,122,0,157,58,25,0,744,256,97,0,
"10001","",1,0,1,1,1683,0.54,80,80,"Proposition 34 (Majority Approval Required)","",1,193,"NO",C,259,"",901,465,122,0,157,74,25,0,744,391,97,0,
"10001","",1,0,1,1,1683,0.54,81,81,"Proposition 35 (Majority Approval Required)","",1,194,"YES",C,260,"",901,569,97,0,157,93,26,0,744,476,71,0,
"10001","",1,0,1,1,1683,0.54,81,81,"Proposition 35 (Majority Approval Required)","",1,195,"NO",C,261,"",901,235,97,0,157,38,26,0,744,197,71,0,
"10001","",1,0,1,1,1683,0.54,82,82,"Proposition 36 (Majority Approval Required)","",1,196,"YES",C,262,"",901,560,75,0,157,102,18,0,744,458,57,0,
"10001","",1,0,1,1,1683,0.54,82,82,"Proposition 36 (Majority Approval Required)","",1,197,"NO",C,263,"",901,266,75,0,157,37,18,0,744,229,57,0,
"10001","",1,0,1,1,1683,0.54,88,88,"Burlingame School District, Measure GG (2/3 Approval Required)","",1,208,"YES",C,274,"",901,584,77,0,157,105,14,0,744,479,63,0,
"10001","",1,0,1,1,1683,0.54,88,88,"Burlingame School District, Measure GG (2/3 Approval Required)","",1,209,"NO",C,275,"",901,240,77,0,157,38,14,0,744,202,63,0,
"10003","",1,0,3,2,1836,0.48,1,1,"President and Vice President","",1,1,"DONALD J. TRUMP / JD VANCE",C,1,"REP",875,190,19,0,221,67,4,0,654,123,15,0,
"10003","",1,0,3,2,1836,0.48,1,1,"President and Vice President","",1,2,"CLAUDIA DE LA CRUZ / KARINA GARCIA",C,2,"PF",875,1,19,0,221,1,4,0,654,0,15,0,
"10003","",1,0,3,2,1836,0.48,1,1,"President and Vice President","",1,3,"KAMALA D. HARRIS / TIM WALZ",C,3,"DEM",875,644,19,0,221,135,4,0,654,509,15,0,
"10003","",1,0,3,2,1836,0.48,1,1,"President and Vice President","",1,4,"ROBERT F. KENNEDY JR. / NICOLE SHANAHAN",C,4,"AI",875,7,19,0,221,5,4,0,654,2,15,0,
"10003","",1,0,3,2,1836,0.48,1,1,"President and Vice President","",1,5,"CHASE OLIVER / MIKE TER MAAT",C,5,"LIB",875,4,19,0,221,1,4,0,654,3,15,0,
"10003","",1,0,3,2,1836,0.48,1,1,"President and Vice President","",1,6,"JILL STEIN / RUDOLPH WARE",C,6,"GRN",875,9,19,0,221,7,4,0,654,2,15,0,
"10003","",1,0,3,2,1836,0.48,1,1,"President and Vice President","",1,317,"PETER SONSKI / LAUREN ONAK",W,8,"",875,0,19,0,221,0,4,0,654,0,15,0,
"10003","",1,0,3,2,1836,0.48,2,2,"United States Senator (Full Term)","",1,9,"STEVE GARVEY",C,9,"REP",875,212,38,0,221,75,11,0,654,137,27,0,
"10003","",1,0,3,2,1836,0.48,2,2,"United States Senator (Full Term)","",1,10,"ADAM B. SCHIFF",C,10,"DEM",875,625,38,0,221,135,11,0,654,490,27,0,
"10003","",1,0,3,2,1836,0.48,3,3,"United States Senator (Partial/Unexpired Term)","",1,7,"STEVE GARVEY",C,11,"REP",875,213,50,1,221,74,13,0,654,139,37,1,
"10003","",1,0,3,2,1836,0.48,3,3,"United States Senator (Partial/Unexpired Term)","",1,8,"ADAM B. SCHIFF",C,12,"DEM",875,611,50,1,221,134,13,0,654,477,37,1,
"10003","",1,0,3,2,1836,0.48,4,4,"U.S. Representative, 15th District","",1,11,"KEVIN MULLIN",C,13,"DEM",875,627,46,0,221,138,15,0,654,489,31,0,
"10003","",1,0,3,2,1836,0.48,4,4,"U.S. Representative, 15th District","",1,12,"ANNA CHENG KRAMER",C,14,"REP",875,202,46,0,221,68,15,0,654,134,31,0,
"10003","",1,0,3,2,1836,0.48,7,7,"State Senator, 13th District","",1,17,"JOSH BECKER",C,19,"DEM",875,593,57,0,221,129,16,0,654,464,41,0,
"10003","",1,0,3,2,1836,0.48,7,7,"State Senator, 13th District","",1,18,"ALEXANDER GLEW",C,20,"REP",875,225,57,0,221,76,16,0,654,149,41,0,
"10003","",1,0,3,2,1836,0.48,9,9,"Member of the State Assembly, 21st District","",1,21,"MARK GILHAM",C,23,"REP",875,221,61,0,221,73,19,0,654,148,42,0,
"10003","",1,0,3,2,1836,0.48,9,9,"Member of the State Assembly, 21st District","",1,22,"DIANE PAPAN",C,24,"DEM",875,593,61,0,221,129,19,0,654,464,42,0,
"10003","",1,0,3,2,1836,0.48,12,12,"County Board of Education Member, Trustee Area 5","",1,27,"MAURICE GOODMAN",C,30,"",875,268,217,0,221,77,51,0,654,191,166,0,
"10003","",1,0,3,2,1836,0.48,12,12,"County Board of Education Member, Trustee Area 5","",1,28,"MIKE O'NEILL",C,31,"",875,389,217,0,221,92,51,0,654,297,166,0,
"10003","",1,0,3,2,1836,0.48,73,73,"Proposition 2 (Majority Approval Required)","",1,178,"YES",C,244,"",875,542,50,0,221,133,12,0,654,409,38,0,
"10003","",1,0,3,2,1836,0.48,73,73,"Proposition 2 (Majority Approval Required)","",1,179,"NO",C,245,"",875,283,50,0,221,76,12,0,654,207,38,0,
"10003","",1,0,3,2,1836,0.48,74,74,"Proposition 3 (Majority Approval Required)","",1,180,"YES",C,246,"",875,628,58,0,221,147,13,0,654,481,45,0,
"10003","",1,0,3,2,1836,0.48,74,74,"Proposition 3 (Majority Approval Required)","",1,181,"NO",C,247,"",875,189,58,0,221,61,13,0,654,128,45,0,
"10003","",1,0,3,2,1836,0.48,75,75,"Proposition 4 (Majority Approval Required)","",1,182,"YES",C,248,"",875,557,53,0,221,135,13,0,654,422,40,0,
"10003","",1,0,3,2,1836,0.48,75,75,"Proposition 4 (Majority Approval Required)","",1,183,"NO",C,249,"",875,265,53,0,221,73,13,0,654,192,40,0,
"10003","",1,0,3,2,1836,0.48,76,76,"Proposition 5 (Majority Approval Required)","",1,184,"YES",C,250,"",875,343,69,0,221,89,16,0,654,254,53,0,
"10003","",1,0,3,2,1836,0.48,76,76,"Proposition 5 (Majority Approval Required)","",1,185,"NO",C,251,"",875,463,69,0,221,116,16,0,654,347,53,0,
"10003","",1,0,3,2,1836,0.48,77,77,"Proposition 6 (Majority Approval Required)","",1,186,"YES",C,252,"",873,439,74,0,221,99,20,0,652,340,54,0,
"10003","",1,0,3,2,1836,0.48,77,77,"Proposition 6 (Majority Approval Required)","",1,187,"NO",C,253,"",873,360,74,0,221,102,20,0,652,258,54,0,
"10003","",1,0,3,2,1836,0.48,78,78,"Proposition 32 (Majority Approval Required)","",1,188,"YES",C,254,"",873,466,50,1,221,102,12,0,652,364,38,1,
"10003","",1,0,3,2,1836,0.48,78,78,"Proposition 32 (Majority Approval Required)","",1,189,"NO",C,255,"",873,356,50,1,221,107,12,0,652,249,38,1,
"10003","",1,0,3,2,1836,0.48,79,79,"Proposition 33 (Majority Approval Required)","",1,190,"YES",C,256,"",873,309,51,0,221,80,15,0,652,229,36,0,
"10003","",1,0,3,2,1836,0.48,79,79,"Proposition 33 (Majority Approval Required)","",1,191,"NO",C,257,"",873,513,51,0,221,126,15,0,652,387,36,0,
"10003","",1,0,3,2,1836,0.48,80,80,"Proposition 34 (Majority Approval Required)","",1,192,"YES",C,258,"",873,330,97,0,221,94,26,0,652,236,71,0,
"10003","",1,0,3,2,1836,0.48,80,80,"Proposition 34 (Majority Approval Required)","",1,193,"NO",C,259,"",873,446,97,0,221,101,26,0,652,345,71,0,
"10003","",1,0,3,2,1836,0.48,81,81,"Proposition 35 (Majority Approval Required)","",1,194,"YES",C,260,"",873,563,66,1,221,146,15,0,652,417,51,1,
"10003","",1,0,3,2,1836,0.48,81,81,"Proposition 35 (Majority Approval Required)","",1,195,"NO",C,261,"",873,243,66,1,221,60,15,0,652,183,51,1,
"10003","",1,0,3,2,1836,0.48,82,82,"Proposition 36 (Majority Approval Required)","",1,196,"YES",C,262,"",873,555,59,0,221,146,16,0,652,409,43,0,
"10003","",1,0,3,2,1836,0.48,82,82,"Proposition 36 (Majority Approval Required)","",1,197,"NO",C,263,"",873,259,59,0,221,59,16,0,652,200,43,0,
"10003","",1,0,3,2,1836,0.48,88,88,"Burlingame School District, Measure GG (2/3 Approval Required)","",1,208,"YES",C,274,"",873,594,64,0,221,166,13,0,652,428,51,0,
"10003","",1,0,3,2,1836,0.48,88,88,"Burlingame School District, Measure GG (2/3 Approval Required)","",1,209,"NO",C,275,"",873,215,64,0,221,42,13,0,652,173,51,0,
"10005","",1,0,5,3,2120,0.53,1,1,"President and Vice President","",1,1,"DONALD J. TRUMP / JD VANCE",C,1,"REP",1113,256,13,0,240,85,2,0,873,171,11,0,
"10005","",1,0,5,3,2120,0.53,1,1,"President and Vice President","",1,2,"CLAUDIA DE LA CRUZ / KARINA GARCIA",C,2,"PF",1113,0,13,0,240,0,2,0,873,0,11,0,
"10005","",1,0,5,3,2120,0.53,1,1,"President and Vice President","",1,3,"KAMALA D. HARRIS / TIM WALZ",C,3,"DEM",1113,813,13,0,240,146,2,0,873,667,11,0,
"10005","",1,0,5,3,2120,0.53,1,1,"President and Vice President","",1,4,"ROBERT F. KENNEDY JR. / NICOLE SHANAHAN",C,4,"AI",1113,21,13,0,240,4,2,0,873,17,11,0,
"10005","",1,0,5,3,2120,0.53,1,1,"President and Vice President","",1,5,"CHASE OLIVER / MIKE TER MAAT",C,5,"LIB",1113,4,13,0,240,2,2,0,873,2,11,0,
"10005","",1,0,5,3,2120,0.53,1,1,"President and Vice President","",1,6,"JILL STEIN / RUDOLPH WARE",C,6,"GRN",1113,6,13,0,240,1,2,0,873,5,11,0,
"10005","",1,0,5,3,2120,0.53,1,1,"President and Vice President","",1,317,"PETER SONSKI / LAUREN ONAK",W,8,"",1113,0,13,0,240,0,2,0,873,0,11,0,
"10005","",1,0,5,3,2120,0.53,2,2,"United States Senator (Full Term)","",1,9,"STEVE GARVEY",C,9,"REP",1113,297,26,0,240,91,8,0,873,206,18,0,
"10005","",1,0,5,3,2120,0.53,2,2,"United States Senator (Full Term)","",1,10,"ADAM B. SCHIFF",C,10,"DEM",1113,790,26,0,240,141,8,0,873,649,18,0,
"10005","",1,0,5,3,2120,0.53,3,3,"United States Senator (Partial/Unexpired Term)","",1,7,"STEVE GARVEY",C,11,"REP",1113,290,45,0,240,89,13,0,873,201,32,0,
"10005","",1,0,5,3,2120,0.53,3,3,"United States Senator (Partial/Unexpired Term)","",1,8,"ADAM B. SCHIFF",C,12,"DEM",1113,778,45,0,240,138,13,0,873,640,32,0,
"10005","",1,0,5,3,2120,0.53,4,4,"U.S. Representative, 15th District","",1,11,"KEVIN MULLIN",C,13,"DEM",1113,788,39,0,240,141,14,0,873,647,25,0,
"10005","",1,0,5,3,2120,0.53,4,4,"U.S. Representative, 15th District","",1,12,"ANNA CHENG KRAMER",C,14,"REP",1113,286,39,0,240,85,14,0,873,201,25,0,
"10005","",1,0,5,3,2120,0.53,7,7,"State Senator, 13th District","",1,17,"JOSH BECKER",C,19,"DEM",1113,751,56,0,240,131,13,0,873,620,43,0,
"10005","",1,0,5,3,2120,0.53,7,7,"State Senator, 13th District","",1,18,"ALEXANDER GLEW",C,20,"REP",1113,306,56,0,240,96,13,0,873,210,43,0,
"10005","",1,0,5,3,2120,0.53,9,9,"Member of the State Assembly, 21st District","",1,21,"MARK GILHAM",C,23,"REP",1113,290,56,0,240,89,15,0,873,201,41,0,
"10005","",1,0,5,3,2120,0.53,9,9,"Member of the State Assembly, 21st District","",1,22,"DIANE PAPAN",C,24,"DEM",1113,767,56,0,240,136,15,0,873,631,41,0,
"10005","",1,0,5,3,2120,0.53,12,12,"County Board of Education Member, Trustee Area 5","",1,27,"MAURICE GOODMAN",C,30,"",1113,340,259,0,240,76,57,0,873,264,202,0,
"10005","",1,0,5,3,2120,0.53,12,12,"County Board of Education Member, Trustee Area 5","",1,28,"MIKE O'NEILL",C,31,"",1113,514,259,0,240,107,57,0,873,407,202,0,
"10005","",1,0,5,3,2120,0.53,73,73,"Proposition 2 (Majority Approval Required)","",1,178,"YES",C,244,"",1113,640,65,0,240,119,13,0,873,521,52,0,
"10005","",1,0,5,3,2120,0.53,73,73,"Proposition 2 (Majority Approval Required)","",1,179,"NO",C,245,"",1113,408,65,0,240,108,13,0,873,300,52,0,
"10005","",1,0,5,3,2120,0.53,74,74,"Proposition 3 (Majority Approval Required)","",1,180,"YES",C,246,"",1113,813,54,0,240,147,12,0,873,666,42,0,
"10005","",1,0,5,3,2120,0.53,74,74,"Proposition 3 (Majority Approval Required)","",1,181,"NO",C,247,"",1113,246,54,0,240,81,12,0,873,165,42,0,
"10005","",1,0,5,3,2120,0.53,75,75,"Proposition 4 (Majority Approval Required)","",1,182,"YES",C,248,"",1113,704,55,0,240,128,14,0,873,576,41,0,
"10005","",1,0,5,3,2120,0.53,75,75,"Proposition 4 (Majority Approval Required)","",1,183,"NO",C,249,"",1113,354,55,0,240,98,14,0,873,256,41,0,
"10005","",1,0,5,3,2120,0.53,76,76,"Proposition 5 (Majority Approval Required)","",1,184,"YES",C,250,"",1113,461,80,0,240,88,18,0,873,373,62,0,
"10005","",1,0,5,3,2120,0.53,76,76,"Proposition 5 (Majority Approval Required)","",1,185,"NO",C,251,"",1113,572,80,0,240,134,18,0,873,438,62,0,
"10005","",1,0,5,3,2120,0.53,77,77,"Proposition 6 (Majority Approval Required)","",1,186,"YES",C,252,"",1111,553,91,1,240,106,20,1,871,447,71,0,
"10005","",1,0,5,3,2120,0.53,77,77,"Proposition 6 (Majority Approval Required)","",1,187,"NO",C,253,"",1111,466,91,1,240,113,20,1,871,353,71,0,
"10005","",1,0,5,3,2120,0.53,78,78,"Proposition 32 (Majority Approval Required)","",1,188,"YES",C,254,"",1111,578,55,0,240,120,15,0,871,458,40,0,
"10005","",1,0,5,3,2120,0.53,78,78,"Proposition 32 (Majority Approval Required)","",1,189,"NO",C,255,"",1111,478,55,0,240,105,15,0,871,373,40,0,
"10005","",1,0,5,3,2120,0.53,79,79,"Proposition 33 (Majority Approval Required)","",1,190,"YES",C,256,"",1111,329,73,0,240,68,19,0,871,261,54,0,
"10005","",1,0,5,3,2120,0.53,79,79,"Proposition 33 (Majority Approval Required)","",1,191,"NO",C,257,"",1111,709,73,0,240,153,19,0,871,556,54,0,
"10005","",1,0,5,3,2120,0.53,80,80,"Proposition 34 (Majority Approval Required)","",1,192,"YES",C,258,"",1111,430,111,0,240,108,23,0,871,322,88,0,
"10005","",1,0,5,3,2120,0.53,80,80,"Proposition 34 (Majority Approval Required)","",1,193,"NO",C,259,"",1111,570,111,0,240,109,23,0,871,461,88,0,
"10005","",1,0,5,3,2120,0.53,81,81,"Proposition 35 (Majority Approval Required)","",1,194,"YES",C,260,"",1111,694,91,0,240,125,23,0,871,569,68,0,
"10005","",1,0,5,3,2120,0.53,81,81,"Proposition 35 (Majority Approval Required)","",1,195,"NO",C,261,"",1111,326,91,0,240,92,23,0,871,234,68,0,
"10005","",1,0,5,3,2120,0.53,82,82,"Proposition 36 (Majority Approval Required)","",1,196,"YES",C,262,"",1111,706,65,0,240,157,15,0,871,549,50,0,
"10005","",1,0,5,3,2120,0.53,82,82,"Proposition 36 (Majority Approval Required)","",1,197,"NO",C,263,"",1111,340,65,0,240,68,15,0,871,272,50,0,
"10005","",1,0,5,3,2120,0.53,88,88,"Burlingame School District, Measure GG (2/3 Approval Required)","",1,208,"YES",C,274,"",1111,769,69,0,240,165,13,0,871,604,56,0,
"10005","",1,0,5,3,2120,0.53,88,88,"Burlingame School District, Measure GG (2/3 Approval Required)","",1,209,"NO",C,275,"",1111,273,69,0,240,62,13,0,871,211,56,0,
"10008","",1,0,7,4,2080,0.48,1,1,"President and Vice President","",1,1,"DONALD J. TRUMP / JD VANCE",C,1,"REP",1003,240,23,0,224,97,1,0,779,143,22,0,
"10008","",1,0,7,4,2080,0.48,1,1,"President and Vice President","",1,2,"CLAUDIA DE LA CRUZ / KARINA GARCIA",C,2,"PF",1003,3,23,0,224,0,1,0,779,3,22,0,
"10008","",1,0,7,4,2080,0.48,1,1,"President and Vice President","",1,3,"KAMALA D. HARRIS / TIM WALZ",C,3,"DEM",1003,698,23,0,224,106,1,0,779,592,22,0,
"10008","",1,0,7,4,2080,0.48,1,1,"President and Vice President","",1,4,"ROBERT F. KENNEDY JR. / NICOLE SHANAHAN",C,4,"AI",1003,14,23,0,224,5,1,0,779,9,22,0,
"10008","",1,0,7,4,2080,0.48,1,1,"President and Vice President","",1,5,"CHASE OLIVER / MIKE TER MAAT",C,5,"LIB",1003,3,23,0,224,1,1,0,779,2,22,0,
"10008","",1,0,7,4,2080,0.48,1,1,"President and Vice President","",1,6,"JILL STEIN / RUDOLPH WARE",C,6,"GRN",1003,20,23,0,224,12,1,0,779,8,22,0,
"10008","",1,0,7,4,2080,0.48,1,1,"President and Vice President","",1,317,"PETER SONSKI / LAUREN ONAK",W,8,"",1003,0,23,0,224,0,1,0,779,0,22,0,
"10008","",1,0,7,4,2080,0.48,2,2,"United States Senator (Full Term)","",1,9,"STEVE GARVEY",C,9,"REP",1003,259,43,0,224,97,17,0,779,162,26,0,
"10008","",1,0,7,4,2080,0.48,2,2,"United States Senator (Full Term)","",1,10,"ADAM B. SCHIFF",C,10,"DEM",1003,701,43,0,224,110,17,0,779,591,26,0,
"10008","",1,0,7,4,2080,0.48,3,3,"United States Senator (Partial/Unexpired Term)","",1,7,"STEVE GARVEY",C,11,"REP",1003,261,62,0,224,96,22,0,779,165,40,0,
"10008","",1,0,7,4,2080,0.48,3,3,"United States Senator (Partial/Unexpired Term)","",1,8,"ADAM B. SCHIFF",C,12,"DEM",1003,680,62,0,224,106,22,0,779,574,40,0,
"10008","",1,0,7,4,2080,0.48,4,4,"U.S. Representative, 15th District","",1,11,"KEVIN MULLIN",C,13,"DEM",1003,697,57,0,224,116,18,0,779,581,39,0,
"10008","",1,0,7,4,2080,0.48,4,4,"U.S. Representative, 15th District","",1,12,"ANNA CHENG KRAMER",C,14,"REP",1003,249,57,0,224,90,18,0,779,159,39,0,
"10008","",1,0,7,4,2080,0.48,7,7,"State Senator, 13th District","",1,17,"JOSH BECKER",C,19,"DEM",1003,685,64,0,224,115,18,0,779,570,46,0,
"10008","",1,0,7,4,2080,0.48,7,7,"State Senator, 13th District","",1,18,"ALEXANDER GLEW",C,20,"REP",1003,254,64,0,224,91,18,0,779,163,46,0,
"10008","",1,0,7,4,2080,0.48,9,9,"Member of the State Assembly, 21st District","",1,21,"MARK GILHAM",C,23,"REP",1003,260,61,0,224,98,20,0,779,162,41,0,
"10008","",1,0,7,4,2080,0.48,9,9,"Member of the State Assembly, 21st District","",1,22,"DIANE PAPAN",C,24,"DEM",1003,682,61,0,224,106,20,0,779,576,41,0,
"10008","",1,0,7,4,2080,0.48,12,12,"County Board of Education Member, Trustee Area 5","",1,27,"MAURICE GOODMAN",C,30,"",1003,319,261,0,224,73,51,0,779,246,210,0,
"10008","",1,0,7,4,2080,0.48,12,12,"County Board of Education Member, Trustee Area 5","",1,28,"MIKE O'NEILL",C,31,"",1003,422,261,0,224,99,51,0,779,323,210,0,
"10008","",1,0,7,4,2080,0.48,33,33,"City of Burlingame Member, City Council, District 4 (Full Term)","",1,82,"TONY PAUL",C,106,"",1003,209,166,0,224,57,39,0,779,152,127,0,
"10008","",1,0,7,4,2080,0.48,33,33,"City of Burlingame Member, City Council, District 4 (Full Term)","",1,83,"DONNA COLSON",C,107,"",1003,627,166,0,224,127,39,0,779,500,127,0,
"10008","",1,0,7,4,2080,0.48,73,73,"Proposition 2 (Majority Approval Required)","",1,178,"YES",C,244,"",1003,643,74,0,224,133,21,0,779,510,53,0,
"10008","",1,0,7,4,2080,0.48,73,73,"Proposition 2 (Majority Approval Required)","",1,179,"NO",C,245,"",1003,286,74,0,224,70,21,0,779,216,53,0,
"10008","",1,0,7,4,2080,0.48,74,74,"Proposition 3 (Majority Approval Required)","",1,180,"YES",C,246,"",1003,697,71,0,224,123,25,0,779,574,46,0,
"10008","",1,0,7,4,2080,0.48,74,74,"Proposition 3 (Majority Approval Required)","",1,181,"NO",C,247,"",1003,235,71,0,224,76,25,0,779,159,46,0,
